Date,AQI,Category,Risk_Level
2017-01-03 18:00:00,300.0,Very Unhealthy,High
2017-01-04 12:00:00,300.0,Very Unhealthy,High
2017-01-04 13:00:00,300.0,Very Unhealthy,High
2017-01-04 15:00:00,300.0,Very Unhealthy,High
2017-01-04 15:00:00,300.0,Very Unhealthy,High
2017-01-04 16:00:00,300.0,Very Unhealthy,High
2017-01-05 12:00:00,300.0,Very Unhealthy,High
2017-01-05 12:00:00,300.0,Very Unhealthy,High
2017-01-05 15:00:00,300.0,Very Unhealthy,High
2017-01-05 20:00:00,300.0,Very Unhealthy,High
2017-01-06 09:00:00,300.0,Very Unhealthy,High
2017-01-06 09:00:00,300.0,Very Unhealthy,High
2017-01-06 09:00:00,300.0,Very Unhealthy,High
2017-01-06 09:00:00,300.0,Very Unhealthy,High
2017-01-06 09:00:00,300.0,Very Unhealthy,High
2017-01-06 09:00:00,300.0,Very Unhealthy,High
2017-01-06 10:00:00,300.0,Very Unhealthy,High
2017-01-06 10:00:00,300.0,Very Unhealthy,High
2017-01-06 10:00:00,300.0,Very Unhealthy,High
2017-01-06 10:00:00,300.0,Very Unhealthy,High
2017-01-06 10:00:00,300.0,Very Unhealthy,High
2017-01-06 10:00:00,300.0,Very Unhealthy,High
2017-01-06 10:00:00,300.0,Very Unhealthy,High
2017-01-07 17:00:00,300.0,Very Unhealthy,High
2017-01-08 07:00:00,300.0,Very Unhealthy,High
2017-01-08 07:00:00,300.0,Very Unhealthy,High
2017-01-08 07:00:00,300.0,Very Unhealthy,High
2017-01-08 07:00:00,300.0,Very Unhealthy,High
2017-01-08 07:00:00,300.0,Very Unhealthy,High
2017-01-08 07:00:00,300.0,Very Unhealthy,High
2017-01-08 07:00:00,300.0,Very Unhealthy,High
2017-01-08 07:00:00,300.0,Very Unhealthy,High
2017-01-08 07:00:00,300.0,Very Unhealthy,High
2017-01-08 07:00:00,300.0,Very Unhealthy,High
2017-01-08 07:00:00,300.0,Very Unhealthy,High
2017-01-08 07:00:00,300.0,Very Unhealthy,High
2017-01-08 08:00:00,300.0,Very Unhealthy,High
2017-01-08 08:00:00,300.0,Very Unhealthy,High
2017-01-08 19:00:00,300.0,Very Unhealthy,High
2017-01-09 13:00:00,300.0,Very Unhealthy,High
2017-01-10 10:00:00,300.0,Very Unhealthy,High
2017-01-10 14:00:00,300.0,Very Unhealthy,High
2017-01-10 15:00:00,300.0,Very Unhealthy,High
2017-01-10 16:00:00,300.0,Very Unhealthy,High
2017-01-10 18:00:00,186.0,Unhealthy,High
2017-01-11 07:00:00,186.0,Unhealthy,High
2017-01-24 12:00:00,154.0,Unhealthy,High
2017-01-24 20:00:00,154.0,Unhealthy,High
2017-01-25 01:00:00,154.0,Unhealthy,High
2017-01-26 17:00:00,154.0,Unhealthy,High
2017-02-01 10:00:00,154.0,Unhealthy,High
2017-02-12 01:45:00,300.0,Very Unhealthy,High
2017-02-13 13:00:00,300.0,Very Unhealthy,High
2017-02-15 01:00:00,300.0,Very Unhealthy,High
2017-02-17 08:00:00,300.0,Very Unhealthy,High
2017-02-20 16:00:00,300.0,Very Unhealthy,High
2017-02-24 10:00:00,300.0,Very Unhealthy,High
2017-02-24 17:00:00,300.0,Very Unhealthy,High
2017-03-01 09:00:00,300.0,Very Unhealthy,High
2017-03-06 09:00:00,300.0,Very Unhealthy,High
2017-03-06 10:00:00,300.0,Very Unhealthy,High
2017-03-06 15:00:00,300.0,Very Unhealthy,High
2017-03-07 09:00:00,300.0,Very Unhealthy,High
2017-03-07 10:00:00,300.0,Very Unhealthy,High
2017-03-07 11:00:00,300.0,Very Unhealthy,High
2017-03-09 19:00:00,300.0,Very Unhealthy,High
2017-03-09 20:00:00,300.0,Very Unhealthy,High
2017-03-13 00:00:00,300.0,Very Unhealthy,High
2017-03-13 12:00:00,300.0,Very Unhealthy,High
2017-03-14 11:00:00,300.0,Very Unhealthy,High
2017-03-16 11:00:00,300.0,Very Unhealthy,High
2017-03-18 11:00:00,300.0,Very Unhealthy,High
2017-03-18 12:00:00,300.0,Very Unhealthy,High
2017-03-27 12:00:00,300.0,Very Unhealthy,High
2017-03-28 14:00:00,300.0,Very Unhealthy,High
2017-03-28 16:00:00,300.0,Very Unhealthy,High
2017-03-28 16:00:00,300.0,Very Unhealthy,High
2017-03-28 16:00:00,300.0,Very Unhealthy,High
2017-03-28 16:00:00,300.0,Very Unhealthy,High
2017-03-28 16:00:00,300.0,Very Unhealthy,High
2017-03-29 16:00:00,300.0,Very Unhealthy,High
2017-03-29 16:00:00,300.0,Very Unhealthy,High
2017-03-30 14:00:00,300.0,Very Unhealthy,High
2017-03-30 15:00:00,300.0,Very Unhealthy,High
2017-04-12 07:00:00,300.0,Very Unhealthy,High
2017-04-13 13:00:00,300.0,Very Unhealthy,High
2017-04-13 14:00:00,300.0,Very Unhealthy,High
2017-04-14 15:00:00,300.0,Very Unhealthy,High
2017-04-18 00:00:00,300.0,Very Unhealthy,High
2017-05-15 05:00:00,300.0,Very Unhealthy,High
2017-05-18 15:00:00,300.0,Very Unhealthy,High
2017-05-26 04:00:00,300.0,Very Unhealthy,High
2017-05-30 10:00:00,300.0,Very Unhealthy,High
2017-05-30 19:00:00,300.0,Very Unhealthy,High
2017-05-30 20:00:00,300.0,Very Unhealthy,High
2017-05-31 00:00:00,300.0,Very Unhealthy,High
2017-05-31 07:00:00,300.0,Very Unhealthy,High
2017-06-12 05:30:00,300.0,Very Unhealthy,High
2017-06-12 06:00:00,300.0,Very Unhealthy,High
2017-06-13 10:00:00,300.0,Very Unhealthy,High
2017-06-13 10:00:00,300.0,Very Unhealthy,High
2017-06-13 23:00:00,300.0,Very Unhealthy,High
2017-06-23 13:00:00,300.0,Very Unhealthy,High
2017-06-26 05:00:00,300.0,Very Unhealthy,High
2017-06-28 13:00:00,300.0,Very Unhealthy,High
2017-06-29 12:00:00,300.0,Very Unhealthy,High
2017-06-30 07:00:00,300.0,Very Unhealthy,High
2017-06-30 17:00:00,300.0,Very Unhealthy,High
2017-07-20 18:00:00,300.0,Very Unhealthy,High
2017-07-20 19:00:00,300.0,Very Unhealthy,High
2017-07-20 19:00:00,300.0,Very Unhealthy,High
2017-07-20 19:00:00,300.0,Very Unhealthy,High
2017-07-20 19:00:00,300.0,Very Unhealthy,High
2017-07-20 19:00:00,300.0,Very Unhealthy,High
2017-07-20 19:00:00,300.0,Very Unhealthy,High
2017-07-20 19:00:00,300.0,Very Unhealthy,High
2017-07-20 19:00:00,300.0,Very Unhealthy,High
2017-07-20 20:00:00,300.0,Very Unhealthy,High
2017-07-20 20:00:00,154.0,Unhealthy,High
2017-07-20 21:00:00,300.0,Very Unhealthy,High
2017-07-20 21:00:00,300.0,Very Unhealthy,High
2017-07-20 21:00:00,300.0,Very Unhealthy,High
2017-07-20 21:00:00,300.0,Very Unhealthy,High
2017-07-20 21:00:00,300.0,Very Unhealthy,High
2017-07-20 21:00:00,300.0,Very Unhealthy,High
2017-07-20 21:00:00,300.0,Very Unhealthy,High
2017-07-20 21:00:00,300.0,Very Unhealthy,High
2017-07-20 21:00:00,300.0,Very Unhealthy,High
2017-07-20 21:00:00,300.0,Very Unhealthy,High
2017-07-20 21:00:00,300.0,Very Unhealthy,High
2017-07-20 21:00:00,300.0,Very Unhealthy,High
2017-08-18 05:00:00,300.0,Very Unhealthy,High
2017-08-20 17:00:00,300.0,Very Unhealthy,High
2017-08-21 05:00:00,300.0,Very Unhealthy,High
2017-08-23 05:00:00,300.0,Very Unhealthy,High
2017-09-01 18:00:00,300.0,Very Unhealthy,High
2017-09-02 18:00:00,300.0,Very Unhealthy,High
2017-09-06 01:00:00,300.0,Very Unhealthy,High
2017-09-06 17:00:00,300.0,Very Unhealthy,High
2017-09-07 21:00:00,300.0,Very Unhealthy,High
2017-09-14 04:00:00,300.0,Very Unhealthy,High
2017-09-19 07:00:00,300.0,Very Unhealthy,High
2017-09-19 07:15:00,300.0,Very Unhealthy,High
2017-09-24 04:00:00,300.0,Very Unhealthy,High
2017-09-25 11:00:00,300.0,Very Unhealthy,High
2017-09-26 13:00:00,300.0,Very Unhealthy,High
2017-09-28 12:00:00,300.0,Very Unhealthy,High
2017-10-02 14:00:00,300.0,Very Unhealthy,High
2017-10-03 09:00:00,300.0,Very Unhealthy,High
2017-10-11 10:00:00,300.0,Very Unhealthy,High
2017-10-12 09:00:00,300.0,Very Unhealthy,High
2017-10-12 16:00:00,300.0,Very Unhealthy,High
2017-10-13 09:15:00,300.0,Very Unhealthy,High
2017-10-13 15:00:00,300.0,Very Unhealthy,High
2017-10-13 17:00:00,300.0,Very Unhealthy,High
2017-10-13 17:00:00,300.0,Very Unhealthy,High
2017-10-16 20:45:00,300.0,Very Unhealthy,High
2017-10-16 23:00:00,300.0,Very Unhealthy,High
2017-10-17 05:00:00,300.0,Very Unhealthy,High
2017-10-18 03:15:00,300.0,Very Unhealthy,High
2017-10-18 20:00:00,300.0,Very Unhealthy,High
2017-10-19 23:30:00,300.0,Very Unhealthy,High
2017-10-20 00:00:00,300.0,Very Unhealthy,High
2017-10-20 11:00:00,300.0,Very Unhealthy,High
2017-10-22 17:00:00,300.0,Very Unhealthy,High
2017-10-24 08:00:00,300.0,Very Unhealthy,High
2017-10-24 08:00:00,300.0,Very Unhealthy,High
2017-10-24 20:00:00,300.0,Very Unhealthy,High
2017-10-25 21:00:00,300.0,Very Unhealthy,High
2017-10-26 06:00:00,300.0,Very Unhealthy,High
2017-10-27 11:00:00,300.0,Very Unhealthy,High
2017-10-27 18:00:00,300.0,Very Unhealthy,High
2017-10-27 18:00:00,300.0,Very Unhealthy,High
2017-10-27 18:00:00,300.0,Very Unhealthy,High
2017-10-27 18:00:00,300.0,Very Unhealthy,High
2017-10-27 18:00:00,300.0,Very Unhealthy,High
2017-10-27 18:00:00,300.0,Very Unhealthy,High
2017-10-27 18:00:00,300.0,Very Unhealthy,High
2017-10-27 18:00:00,300.0,Very Unhealthy,High
2017-10-27 18:00:00,300.0,Very Unhealthy,High
2017-10-27 18:00:00,300.0,Very Unhealthy,High
2017-10-28 13:00:00,300.0,Very Unhealthy,High
2017-10-28 14:30:00,300.0,Very Unhealthy,High
2017-10-31 10:00:00,300.0,Very Unhealthy,High
2017-11-04 16:00:00,300.0,Very Unhealthy,High
2017-11-05 13:00:00,300.0,Very Unhealthy,High
2017-11-05 19:00:00,300.0,Very Unhealthy,High
2017-11-06 15:00:00,300.0,Very Unhealthy,High
2017-11-13 13:00:00,300.0,Very Unhealthy,High
2017-11-13 14:00:00,300.0,Very Unhealthy,High
2017-11-14 13:00:00,300.0,Very Unhealthy,High
2017-11-14 19:00:00,300.0,Very Unhealthy,High
2017-11-14 20:00:00,300.0,Very Unhealthy,High
2017-11-14 20:00:00,300.0,Very Unhealthy,High
2017-11-15 05:00:00,300.0,Very Unhealthy,High
2017-11-15 10:00:00,300.0,Very Unhealthy,High
2017-12-02 12:00:00,300.0,Very Unhealthy,High
2017-12-03 04:00:00,300.0,Very Unhealthy,High
2017-12-03 13:00:00,300.0,Very Unhealthy,High
2017-12-03 13:00:00,300.0,Very Unhealthy,High
2017-12-03 13:00:00,300.0,Very Unhealthy,High
2017-12-03 13:00:00,300.0,Very Unhealthy,High
2017-12-04 04:00:00,300.0,Very Unhealthy,High
2017-12-04 04:00:00,300.0,Very Unhealthy,High
2017-12-04 04:00:00,300.0,Very Unhealthy,High
2017-12-04 04:00:00,300.0,Very Unhealthy,High
2017-12-14 11:00:00,300.0,Very Unhealthy,High
2017-12-14 11:00:00,300.0,Very Unhealthy,High
2017-12-14 11:00:00,300.0,Very Unhealthy,High
2017-12-18 09:00:00,300.0,Very Unhealthy,High
2017-12-18 21:00:00,300.0,Very Unhealthy,High
2017-12-20 01:00:00,300.0,Very Unhealthy,High
2017-12-20 09:00:00,300.0,Very Unhealthy,High
2017-12-21 09:00:00,300.0,Very Unhealthy,High
2017-12-29 10:00:00,300.0,Very Unhealthy,High
2017-12-30 12:00:00,300.0,Very Unhealthy,High
2017-12-31 16:00:00,300.0,Very Unhealthy,High
2017-12-31 16:00:00,300.0,Very Unhealthy,High
2017-12-31 18:00:00,300.0,Very Unhealthy,High
2017-12-31 18:00:00,300.0,Very Unhealthy,High
2017-12-31 18:00:00,300.0,Very Unhealthy,High
2018-01-01 00:00:00,300.0,Very Unhealthy,High
2018-01-01 23:00:00,300.0,Very Unhealthy,High
2018-01-02 06:00:00,300.0,Very Unhealthy,High
2018-01-02 13:00:00,300.0,Very Unhealthy,High
2018-01-02 13:00:00,300.0,Very Unhealthy,High
2018-01-02 13:00:00,300.0,Very Unhealthy,High
2018-01-02 19:00:00,300.0,Very Unhealthy,High
2018-01-03 10:00:00,300.0,Very Unhealthy,High
2018-01-03 16:00:00,300.0,Very Unhealthy,High
2018-01-04 03:00:00,300.0,Very Unhealthy,High
2018-01-04 11:00:00,300.0,Very Unhealthy,High
2018-01-04 12:00:00,300.0,Very Unhealthy,High
2018-01-05 12:00:00,300.0,Very Unhealthy,High
2018-01-08 13:00:00,300.0,Very Unhealthy,High
2018-01-09 11:00:00,300.0,Very Unhealthy,High
2018-01-09 11:00:00,300.0,Very Unhealthy,High
2018-01-09 11:00:00,300.0,Very Unhealthy,High
2018-01-23 04:30:00,300.0,Very Unhealthy,High
2018-01-24 09:30:00,300.0,Very Unhealthy,High
2018-01-24 09:30:00,300.0,Very Unhealthy,High
2018-02-13 07:00:00,300.0,Very Unhealthy,High
2018-02-13 07:00:00,300.0,Very Unhealthy,High
2018-02-21 21:15:00,300.0,Very Unhealthy,High
2018-02-21 21:15:00,300.0,Very Unhealthy,High
2018-02-21 21:15:00,186.0,Unhealthy,High
2018-02-21 21:15:00,300.0,Very Unhealthy,High
2018-02-21 23:45:00,300.0,Very Unhealthy,High
2018-02-21 23:45:00,300.0,Very Unhealthy,High
2018-02-22 00:00:00,300.0,Very Unhealthy,High
2018-02-22 02:45:00,300.0,Very Unhealthy,High
2018-02-22 03:00:00,300.0,Very Unhealthy,High
2018-02-22 03:00:00,300.0,Very Unhealthy,High
2018-02-22 03:00:00,300.0,Very Unhealthy,High
2018-02-22 03:00:00,300.0,Very Unhealthy,High
2018-02-22 03:00:00,300.0,Very Unhealthy,High
2018-02-22 03:00:00,300.0,Very Unhealthy,High
2018-02-22 03:00:00,300.0,Very Unhealthy,High
2018-02-22 03:15:00,300.0,Very Unhealthy,High
2018-02-22 03:25:00,300.0,Very Unhealthy,High
2018-02-22 03:45:00,300.0,Very Unhealthy,High
2018-02-22 03:45:00,300.0,Very Unhealthy,High
2018-02-22 03:45:00,300.0,Very Unhealthy,High
2018-02-22 03:45:00,300.0,Very Unhealthy,High
2018-02-22 03:45:00,300.0,Very Unhealthy,High
2018-02-22 03:45:00,300.0,Very Unhealthy,High
2018-02-22 04:00:00,300.0,Very Unhealthy,High
2018-02-22 04:00:00,300.0,Very Unhealthy,High
2018-02-22 04:00:00,300.0,Very Unhealthy,High
2018-02-22 04:00:00,300.0,Very Unhealthy,High
2018-02-26 04:00:00,186.0,Unhealthy,High
2018-02-26 04:00:00,186.0,Unhealthy,High
2018-03-23 08:00:00,300.0,Very Unhealthy,High
2018-04-09 06:30:00,300.0,Very Unhealthy,High
2018-04-11 05:00:00,300.0,Very Unhealthy,High
2018-04-11 11:00:00,300.0,Very Unhealthy,High
2018-04-12 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
2018-04-25 00:00:00,300.0,Very Unhealthy,High
